频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,匹配信息,匹配值,轮回相似度,输出顺序
Moviepilot TV mit Pluto TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65a67d572fac9c000835eb3a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc848fc0-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fb6fcc3a-0bb5-4c28-b7db-ebad8628b895,网络源,,1.66,待标准化,h264,426x240,30.0,有音频,0.5521,未匹配,0.0,0.4531,未排序
Orange Bangla Tv,https://cdn-4.pishow.tv/live/1499/master.m3u8,网络源,https://i.imgur.com/wjSaHj5.png,11.99,待确认分组,h264,424x240,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.5547,未排序
Nba Tv,https://amg00556-amg00556c3-firetv-us-6060.playouts.now.amagi.tv/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/NBA_TV.svg/512px-NBA_TV.svg.png,1.607,待确认分组,h264,426x240,29.97002997002997,有音频,0.5573,模糊匹配（>90%）,100.0,0.5573,未排序
Olelo Community Media Channel 49 (720p),https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/olelo/G0125_009/playlist.m3u8,网络源,https://i.imgur.com/4C5Xp8M.png,0.405,待标准化,h264,1280x720,25.0,有音频,0.5885,未匹配,0.0,0.5,未排序
Mr. Bean Anime (1080p),https://amg00627-amg00627c28-rakuten-uk-3984.playouts.now.amagi.tv/playlist/amg00627-banijayfast-mrbeanukcc-rakutenuk/playlist.m3u8,网络源,,2.802,待标准化,h264,1920x1080,25.0,有音频,0.5312,未匹配,0.0,0.6693,未排序
Ok Merseburg-Querfurt,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-merseburg_high/playlist.m3u8,网络源,https://i.imgur.com/QfzdESc.png,1.652,未分类,h264,1920x1080,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.5859,未排序
Mtv Biggest Pop,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65410176770cf1000866bf31/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b17f7-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=bcf56774-6379-4d92-a0d3-c5c517f6e994,网络源,https://i.imgur.com/AOaZmlS.png,2.942,待确认分组,h264,426x240,30.0,有音频,0.6354,模糊匹配（>90%）,100.0,0.5286,未排序
Nicktoons,http://143.244.60.30/NICKTOONS/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Nicktoons_Network_logo_2009.svg/512px-Nicktoons_Network_logo_2009.svg.png,0.255,待确认分组,h264,1280x720,59.94005994005994,有音频,0.5625,模糊匹配（>90%）,100.0,0.599,未排序
Obuda Tv,https://stream.streaming4u.hu/ObudaTV/index.m3u8,网络源,https://i.ibb.co/42C026p/6172.png,3.457,待确认分组,h264,720x576,25.0,有音频,0.5521,模糊匹配（>90%）,92.3076923076923,0.6953,未排序
Ondas Quevedenas Tv,https://stmv6.voxtvhd.com.br/radiosuprema/radiosuprema/playlist.m3u8,网络源,https://i.imgur.com/K9pW0LA.jpeg,1.573,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5781,模糊匹配（>90%）,96.96969696969697,0.5391,未排序
Nhk Bs,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11,网络源,https://i.imgur.com/t0uZcSR.png,1.955,待确认分组,h264,960x544,30.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.474,未排序
Nopola News,https://virta2.nopolanews.fi:8443/live/smil:Stream1.smil/playlist.m3u8,网络源,https://i.imgur.com/vDoQaGl.png,8.935,待确认分组,h264,640x360,25.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.5469,未排序
Paramount Network East,https://fl1.moveonjoy.com/PARAMOUNT_NETWORK/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Paramount_Network.svg/512px-Paramount_Network.svg.png,2.735,待标准化,h264,1280x720,29.97002997002997,有音频,0.625,未匹配,0.0,0.5833,未排序
Netalkole Tv,https://watch.haitilive.net/naktvhd/index.m3u8,网络源,,0.959,待确认分组,h264,1024x576,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.5547,未排序
Petange Info Tv,https://streamer20.multimedia.blue/Eltrona/PetangeTV/playlist.m3u8,网络源,https://i.imgur.com/qeaD5Az.png,2.892,待确认分组,h264,1280x720,25.0,有音频,0.6094,模糊匹配（>90%）,96.0,0.8672,未排序
Mtv The Shores,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5caf32c2a5068259a32320fc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84ae2b52-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ea57af13-cdf9-4796-a6ce-aa2f1ce34fcf,网络源,https://i.imgur.com/I2QM1Gd.png,2.008,待确认分组,h264,426x240,30.0,有音频,0.5729,模糊匹配（>90%）,100.0,0.5156,未排序
Movies Thriller,https://shls-live-enc.edgenextcdn.net/out/v1/f6d718e841f8442f8374de47f18c93a7/index.m3u8,网络源,https://i.imgur.com/JWihdcl.png,11.905,待确认分组,h264,256x144,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.5651,未排序
Oceanside Community Television (KOCT) Education and Government Channel 19 (720p),https://securestream10.champds.com/LIVE/KOCTCALIVE2/KOCTCALIVE2.m3u8,网络源,https://i.imgur.com/6C71KwP.png,3.57,待标准化,h264,1280x720,30.0,有音频,0.5104,未匹配,0.0,0.5729,未排序
MyTime movie network Spain (1080p),https://appletree-mytimespain-rakuten.amagi.tv/playlist.m3u8,网络源,https://i.imgur.com/pw4NZK1.png,1.335,待标准化,h264,1920x1080,29.97002997002997,有音频,0.5104,未匹配,0.0,0.5651,未排序
Niederbayern Tv,https://stream03.welocal.stream/stream/sat-nby/ngrp:sat-nby.stream_all/index.m3u8,网络源,https://i.imgur.com/9uaMgTk.png,7.44,待确认分组,h264,426x240,25.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.4818,未排序
Nour Tv,https://cdn.bestream.io:19360/elfaro4/elfaro4.m3u8,网络源,https://i.postimg.cc/zXRDvq1F/nourtv.png,2.633,待确认分组,h264,640x360,25.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.4818,未排序
Payam-e-Afghan Tv,https://g5nl6xx5lpq6-hls-live.5centscdn.com/live1234/2621b29e501b445fabf227b086123b70.sdp/mono.m3u8,网络源,https://i.imgur.com/t9wYYY9.png,1.233,未分类,h264,1920x1080,29.97002997002997,有音频,0.5052,模糊匹配（>90%）,100.0,0.5339,未排序
Nativa Tv Satipo,https://7.innovatestream.pe:19360/nativatv/nativatv.m3u8,网络源,https://i.imgur.com/ScCAgGB.png,0.662,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5573,模糊匹配（>90%）,100.0,0.5495,未排序
Nolly Africa,https://amg02784-nollyafricafast-amg02784c1-cineverse-us-1124.playouts.now.amagi.tv/playlist/amg02784-nollyafricafast-nollyafricahd-cineverseus/playlist.m3u8,网络源,https://i.imgur.com/IxtGpti.png,1.409,待确认分组,h264,,,有音频,0.5781,模糊匹配（>90%）,100.0,0.5312,未排序
Nour Al Koddass,https://svs.itworkscdn.net/nour1satlive/livestream/playlist.m3u8,网络源,https://i.imgur.com/dF4Mvts.png,0.898,待确认分组,h264,1024x576,25.0,有音频,0.6146,模糊匹配（>90%）,96.0,0.5391,未排序
Persiana Series,https://onehls.persiana.live/hls/stream.m3u8,网络源,https://www.lyngsat.com/logo/tv/pp/persiana-series-fr.png,2.013,待确认分组,h264,1280x720,25.0,有音频,0.6354,模糊匹配（>90%）,100.0,0.5833,未排序
Omroep Lingewaard,https://58c04fb1d143f.streamlock.net/omroeplingewaard_1/omroeplingewaard_1/playlist.m3u8,网络源,https://i.imgur.com/FqyTFVN.png,4.213,待确认分组,h264,1280x720,50.0,有音频,0.5938,模糊匹配（>90%）,100.0,0.7318,未排序
MTC TV,https://mtchls.wns.live/hls/stream.m3u8,网络源,https://i.postimg.cc/yYSCmDZ5/mtc.png,1.92,待标准化,h264,1280x720,25.0,有音频,0.5781,未匹配,0.0,0.6589,未排序
Pbs Kids Eastern/Central,https://2-fss-2.streamhoster.com/pl_140/amlst:200914-1298290/playlist.m3u8,网络源,https://i.imgur.com/ambc9le.png,0.397,待确认分组,h264,640x360,30.0,有音频,0.5521,模糊匹配（>90%）,100.0,0.5677,未排序
NBC 8 Salinas CA (KSBW) (720p),https://aegis-cloudfront-1.tubi.video/8e6af50d-76df-4208-ab8d-3ff8f512cd38/playlist.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/NBC_logo_2022_%28vertical%29.svg/512px-NBC_logo_2022_%28vertical%29.svg.png,1.703,待标准化,h264,384x216,29.97002997002997,有音频,0.4844,未匹配,0.0,0.5417,未排序
Music India,https://cdn-2.pishow.tv/live/226/master.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/Music_India.png,12.769,待确认分组,h264,424x240,25.0,有音频,0.5938,模糊匹配（>90%）,100.0,0.5469,未排序
Multicanal Catamayo,https://multicanal.streamseguro.com:5443/LiveApp/streams/streaming.m3u8,网络源,https://i.imgur.com/IHKBGmu.png,2.338,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5729,模糊匹配（>90%）,100.0,0.5781,未排序
Ontario Public Access Channel,https://cdn3.wowza.com/5/dk84U1p2UUdoMGxT/ontarioca/G2446_002/playlist.m3u8,网络源,https://i.imgur.com/jg0cFDd.png,0.41,待确认分组,h264,640x360,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.4714,未排序
Myx,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01006-abs-cbn-myxnola-dash-abscbnono/index.mpd,网络源,https://i.postimg.cc/767QC2cM/myx.png,2.685,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5469,模糊匹配（>90%）,100.0,0.5208,未排序
Omroep Hoeksche Waard,https://ms2.mx-cd.net/tv/272-2641704/Hoeksche_Waard_TV.smil/playlist.m3u8,网络源,https://i.imgur.com/pgMwNGV.png,2.755,待确认分组,h264,854x480,25.0,有音频,0.6042,模糊匹配（>90%）,100.0,0.8932,未排序
Murder She Wrote,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6549337183595c000815ad05/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2a29f7-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=8b79f9ba-6021-48dd-b1ca-e60b7396018c,网络源,,1.702,待标准化,h264,426x240,30.0,有音频,0.5208,未匹配,0.0,0.6094,未排序
Naruto,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65d5fc39a25d5e00082895c4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=bc8504f0-4b91-11ef-8a44-83c5e90e038f&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=a11b7b48-853c-4292-b5d5-30482134cf1e,网络源,,2.727,待确认分组,h264,426x240,30.0,有音频,0.4948,模糊匹配（>90%）,100.0,0.5391,未排序
Ortb Tv,http://69.64.57.208/ortb/playlist.m3u8,网络源,https://i.imgur.com/o6zAR88.png,1.514,待确认分组,h264,1280x720,50.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.4896,未排序
Palestine Al Yawm,https://live.paltodaytv.com/paltv/live/playlist_sfm4s.m3u8,网络源,https://i.postimg.cc/HLTzPPkf/palestinealyawm.png,5.995,待确认分组,h264,1280x720,25.0,有音频,0.4896,模糊匹配（>90%）,100.0,0.4766,未排序
NBA FAST Channel (720p),https://live-manifest.production-public.tubi.io/live/553b8d5e-fd2a-4a61-bdfa-73b34c299d75/playlist.m3u8,网络源,,1.882,待标准化,h264,1280x720,29.97002997002997,有音频,0.5208,未匹配,0.0,0.5781,未排序
Newsmax 2,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8,网络源,https://www.lyngsat.com/logo/tv/nn/newsmax-2-us-ug.png,0.73,待确认分组,h264,462x240,29.97002997002997,有音频,0.6146,模糊匹配（>90%）,100.0,0.6016,未排序
National Geographic Wild,https://fl1.moveonjoy.com/Nat_Geo_Wild/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/National_Geographic_Wild_logo.svg/512px-National_Geographic_Wild_logo.svg.png,1.23,待确认分组,h264,960x540,29.97002997002997,有音频,0.901,模糊匹配（>90%）,91.66666666666666,0.8073,未排序
Palestine Today,https://live.paltodaytv.com/paltv/live/playlist.m3u8,网络源,https://i.imgur.com/BS8XXug.png,6.033,待确认分组,h264,1280x720,25.0,有音频,0.5156,模糊匹配（>90%）,100.0,0.4479,未排序
Now 80s,https://lightning-now80s-rakuten.amagi.tv/hls/amagi_hls_data_rakutenAA-lightning-now80s-rakuten/CDN/playlist.m3u8,网络源,https://i.imgur.com/YyPnMeB.png,3.746,待确认分组,h264,1920x1080,25.0,有音频,0.4948,模糊匹配（>90%）,100.0,0.5911,未排序
Ok Salzwedel,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-salzwedel_high/playlist.m3u8,网络源,https://i.imgur.com/jDmiTOS.png,1.584,待确认分组,h264,1920x1080,25.0,有音频,0.4896,模糊匹配（>90%）,100.0,0.4531,未排序
NBC 5 Chicago Live News (1080p),https://d368vp0qqzvkid.cloudfront.net/11603/88889704/hls/master.m3u8?ads.xumo_channelId=88889704a&ads.xumo_ifaType=&ads.xumo_providerId=3818&ads.xumo_providerName=NBCNCHI,网络源,https://i.imgur.com/wblxisu.png,1.349,待标准化,h264,426x240,30.0,有音频,0.6354,未匹配,0.0,0.5729,未排序
MTV2,https://fl1.moveonjoy.com/MTV_2/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/MTV2_logo_2013.svg/512px-MTV2_logo_2013.svg.png,2.756,待确认分组,h264,1280x720,59.94005994005994,有音频,0.526,模糊匹配（>90%）,100.0,0.4818,未排序
Payvand Tv,https://uni6rtmp.tulix.tv/ucur1/Payvand/playlist.m3u8,网络源,https://i.imgur.com/o2Ww77N.png,1.015,待确认分组,h264,1280x720,59.94005994005994,有音频,0.5573,模糊匹配（>90%）,100.0,0.4974,未排序
Oceanside Community Television (KOCT) Community Channel 18 (720p),https://securestream10.champds.com/LIVE/KOCTCALIVE/KOCTCALIVE.m3u8,网络源,https://i.imgur.com/6C71KwP.png,3.766,待标准化,h264,1280x720,30.0,有音频,0.5365,未匹配,0.0,0.3984,未排序
Oman Althakafia (1080p),https://partwota.cdn.mgmlcdn.com/omcultural/smil:omcultural.stream.smil/chunklist.m3u8,网络源,https://i.imgur.com/b38wNPK.png,1.905,待标准化,h264,1920x1080,25.0,有音频,0.526,未匹配,0.0,0.4609,未排序
Oog Tv,https://d1xcc1603wntzx.cloudfront.net/nlpo/clr-nlpo/oogtv/index.m3u8,网络源,https://i.imgur.com/WzxY0PL.png,4.751,待确认分组,h264,1280x720,25.0,有音频,0.6198,模糊匹配（>90%）,100.0,0.5755,未排序
ORTS (480p) [Not 24/7],https://ms7.mx-cd.net/tv/200-1006554/ORTS_TV.smil/playlist.m3u8,网络源,https://i.imgur.com/RZM4Myo.png,2.704,待标准化,h264,1280x720,25.0,有音频,0.5417,未匹配,0.0,0.8438,未排序
ORF 1 HD (720p),https://viamotionhsi.netplus.ch/live/eds/orf1/browser-HLS8/orf1.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/ORF_1_2019.svg/512px-ORF_1_2019.svg.png,11.432,待标准化,h264,1280x720,50.0,有音频,0.526,未匹配,0.0,0.5,未排序
News24,https://tv.balkanweb.com/news24/livestream/playlist.m3u8,网络源,https://i.imgur.com/eG33jue.png,2.633,待确认分组,h264,1920x1080,30.0,有音频,0.5365,模糊匹配（>90%）,100.0,0.5495,未排序
Pga Tour,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5de94dacb394a300099fa22a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c2ac630-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=6c2b7359-0375-4f34-996b-4fb9429ead78,网络源,https://i.imgur.com/J0TY9dG.png,2.472,待确认分组,h264,426x240,30.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.4974,未排序
Olay Türk TV Kayseri (720p) [Geo-blocked],https://live.artidijitalmedya.com/artidijital_olayturk/olayturk/playlist.m3u8,网络源,https://i.imgur.com/e9ca6gc.png,4.115,未分类,h264,1280x720,25.0,有音频,0.6146,未匹配,0.0,0.5469,未排序
Oman Tv Mubashir,https://partwota.cdn.mgmlcdn.com/omlive/smil:omlive.stream.smil/chunklist.m3u8,网络源,https://i.postimg.cc/VkqCSqcg/omantvmubashir.png,2.008,待确认分组,h264,1920x1080,25.0,有音频,0.526,模糊匹配（>90%）,92.3076923076923,0.5078,未排序
Ndtv India,https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_NDTV_INDIA/images/LOGO_HD/image.png,7.888,待确认分组,h264,1280x720,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.599,未排序
Nhk World-Japan,https://viamotionhsi.netplus.ch/live/eds/nhk/browser-HLS8/nhk.m3u8,网络源,https://jiotvimages.cdn.jio.com/dare_images/images/NHK_World_Japan.png,8.465,待确认分组,h264,1280x720,50.0,有音频,0.5,模糊匹配（>90%）,92.85714285714286,0.4349,未排序
Notiuno Tv,https://59a564764e2b6.streamlock.net/notiunotv/notiunotv/playlist.m3u8,网络源,https://i.imgur.com/qNdywBT.png,2.167,待确认分组,h264,640x360,29.97002997002997,有音频,0.5,模糊匹配（>90%）,100.0,0.6016,未排序
On 6,https://live.artidijitalmedya.com/artidijital_kanal16/kanal16/playlist.m3u8,网络源,https://i.imgur.com/k7rS2gC.png,4.24,待确认分组,h264,1920x1080,25.0,有音频,0.5938,模糊匹配（>90%）,100.0,0.6328,未排序
Moviepilot TV mit Pluto TV,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65a67d572fac9c000835eb3a/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=84addd32-4b92-11ef-aece-533610f1ea34&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=fcc33217-17d7-4dc5-9361-70dd91fef90e,网络源,,1.678,待标准化,h264,426x240,30.0,有音频,0.4948,未匹配,0.0,0.5599,未排序
Oepm Tv,https://cnn.hostlagarto.com/oepmtelevision/tracks-v1a1/mono.m3u8,网络源,https://i.imgur.com/QghtwMB.jpeg,0.443,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5885,模糊匹配（>90%）,100.0,0.4635,未排序
Olelo Community Media Channel 53 (720p),https://cdn3.wowza.com/5/V2Y2VmhqMEFDTUkx/olelo/G0125_011/playlist.m3u8,网络源,https://i.imgur.com/xDuUrj9.png,0.393,待标准化,h264,1280x720,25.0,有音频,0.5521,未匹配,0.0,0.5052,未排序
Naruto,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65d5fc39a25d5e00082895c4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1f1164-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=91b30c33-90e6-47e3-95e6-a297bd00e5df,网络源,https://i.imgur.com/M8X3Kvc.png,1.523,待确认分组,h264,426x240,30.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.7135,未排序
Onda Novara Tv,https://585b674743bbb.streamlock.net/9006/9006/master.m3u8,网络源,https://i.imgur.com/DTxhOhT.png,2.865,待确认分组,h264,1280x720,25.0,有音频,0.4583,模糊匹配（>90%）,100.0,0.5365,未排序
Payvand Tv,https://bozztv.com/cus01/ucur1/Payvand/index.m3u8,网络源,https://i.imgur.com/A4gqEmG.png,0.811,待确认分组,h264,1280x720,59.94005994005994,有音频,0.5729,模糊匹配（>90%）,100.0,0.4974,未排序
Nexo Tv,https://stmvideo1.livecastv.com/nexotv/nexotv/playlist.m3u8,网络源,https://i.imgur.com/HIFZjCj.png,4.196,待确认分组,h264,1280x720,30.0,有音频,0.0,模糊匹配（>90%）,100.0,0.0,未排序
Nour Al Sharq,https://svs.itworkscdn.net/nour8satlive/livestream/playlist.m3u8,网络源,https://i.imgur.com/EEy2dUr.png,0.898,待确认分组,h264,1024x576,25.0,有音频,0.5104,模糊匹配（>90%）,100.0,0.4583,未排序
Peniel Musical,https://s.emisoras.tv:8081/penielmusical/index.m3u8,网络源,https://i.imgur.com/IFQbGEf.png,0.868,待确认分组,h264,854x480,29.97002997002997,有音频,0.5833,模糊匹配（>90%）,100.0,0.5547,未排序
Tv East,https://fl1.moveonjoy.com/MTV/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/MTV_2021_%28brand_version%29.svg/512px-MTV_2021_%28brand_version%29.svg.png,2.833,待确认分组,h264,1280x720,29.97002997002997,有音频,0.5365,模糊匹配（>90%）,92.3076923076923,0.5286,未排序
Munsif Tv,https://d35j504z0x2vu2.cloudfront.net/v1/manifest/0bc8e8376bd8417a1b6761138aa41c26c7309312/munsif-tv/e5ae862b-c65c-4b17-b9a8-038853525c64/0.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_MUNSIF_TV/images/LOGO_HD/LOGO_HD_image.png,4.086,待确认分组,h264,1280x720,25.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.6693,未排序
NCIS,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62f4f5de1c100100075665ef/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b3f06-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=cf46f3b0-cd26-4b98-92b0-312be52250e0,网络源,,1.845,待标准化,h264,426x240,30.0,有音频,0.5625,未匹配,0.0,0.4635,未排序
Omroep Dommelland,https://de68fck4398ez.cloudfront.net/nlpo/clr-nlpo/omroepdommelland/index.m3u8,网络源,https://i.postimg.cc/XXMrqJHt/omroepdommelland.png,9.947,待确认分组,h264,1280x720,25.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.5,未排序
Peniel Tv Biblia Abierta,https://s.emisoras.tv:8081/penielbibliaabierta/index.m3u8,网络源,https://i.ibb.co/j3gGwYk/D64575438be2a3a54fdf64d4035ade48.png,0.815,待确认分组,h264,654x480,29.97002997002997,有音频,0.5365,模糊匹配（>90%）,100.0,0.5651,未排序
Musayof (Israel) (240p) [Not 24/7],http://wowza.media-line.co.il/Musayof-Live/livestream.sdp/playlist.m3u8,网络源,,1.762,待标准化,h264,640x360,30.0,有音频,0.5469,未匹配,0.0,0.9427,未排序
NHL (1080p),https://aegis-cloudfront-1.tubi.video/1f4cbb33-cb23-40ab-b54b-2965cc551b32/playlist.m3u8,网络源,,2.119,待标准化,h264,640x360,29.97002997002997,有音频,0.6042,未匹配,0.0,0.6198,未排序
Nashua ETV Channel 22 Nashua NH,https://livestream.telvue.com/nashuanh2/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8,网络源,https://i.imgur.com/iv9Vfcb.png,4.897,待标准化,h264,416x234,29.97002997002997,有音频,0.5104,未匹配,0.0,0.6068,未排序
Ntd Tv English,https://amg17596-ntdtv-amg17596c1-rakuten-gb-6741.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-rakutengb/playlist.m3u8,网络源,https://i.imgur.com/26uv1ww.png,2.07,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.6458,模糊匹配（>90%）,100.0,0.5443,未排序
Neox,http://176.65.146.237:8401/play/a0ag/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Neox_2023_logo.svg/500px-Neox_2023_logo.svg.png,1.872,待确认分组,h264,1920x1080,25.0,有音频,0.5312,模糊匹配（>90%）,100.0,0.5755,未排序
Ok Flensburg,https://live-cdn.oksh.de/play/hls/flensburgtv/index.m3u8,网络源,https://i.imgur.com/NPbfgQC.png,3.529,待确认分组,h264,720x576,25.0,有音频,0.5625,模糊匹配（>90%）,100.0,0.5365,未排序
One Hd,https://viamotionhsi.netplus.ch/live/eds/onehd/browser-HLS8/onehd.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/One_2022.svg/512px-One_2022.svg.png,9.616,待确认分组,h264,1280x720,50.0,有音频,0.4948,模糊匹配（>90%）,100.0,0.487,未排序
Net Tv,https://unlimited1-us.dps.live/nettv/nettv.smil/playlist.m3u8,网络源,https://i.imgur.com/IhJ0BjF.png,2.536,待确认分组,h264,426x240,30.0,有音频,0.5469,模糊匹配（>90%）,100.0,0.4688,未排序
Newstime Bangla,https://cdn-2.pishow.tv/live/1494/master.m3u8,网络源,https://xstreamcp-assets-msp.streamready.in/assets/LIVETV/LIVECHANNEL/LIVETV_LIVETVCHANNEL_NEWS_TIME_BANGLA/images/LOGO_HD/image.png,12.412,待确认分组,h264,424x240,25.0,有音频,0.5417,模糊匹配（>90%）,100.0,0.4896,未排序
Newsmax Tv,https://nmx1ota.akamaized.net/hls/live/2107010/Live_1/index.m3u8,网络源,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Newsmax_logo.svg/512px-Newsmax_logo.svg.png,0.542,待确认分组,h264,1920x1080,29.97002997002997,有音频,0.5521,模糊匹配（>90%）,100.0,0.4792,未排序
Ok Kiel,https://live-cdn.oksh.de/play/hls/kieltv/index.m3u8,网络源,https://i.imgur.com/eToHabX.png,3.671,待确认分组,h264,1280x720,25.0,有音频,0.5052,模糊匹配（>90%）,100.0,0.5469,未排序
Nexxo Tv,https://cdn3.streamgato.us:3938/live/nexxotvlive.m3u8,网络源,https://i.imgur.com/2OpCxa6.png,1.115,待确认分组,h264,1280x720,30.0,有音频,0.5573,模糊匹配（>90%）,100.0,0.526,未排序
